Dia,Desde,Hacia,Costo
Día 280,1,6,2333
Día 280,1,7,395
Día 280,1,8,2810
Día 280,2,1,3031
Día 280,2,3,2485
Día 280,2,4,3006
Día 280,2,5,2812
Día 280,2,6,1834
Día 280,2,7,1848
Día 280,2,8,3090
Día 280,3,1,1079
Día 280,3,2,2450
Día 280,3,4,716
Día 280,3,5,480
Día 280,3,6,1352
Día 280,3,7,1177
Día 280,3,8,2914
Día 280,4,1,1269
Día 280,4,2,3370
Día 280,4,3,962
Día 280,4,5,1162
Día 280,4,6,2574
Día 280,4,7,558
Día 280,4,8,3088
Día 280,5,1,1076
Día 280,5,2,2988
Día 280,5,3,379
Día 280,5,4,1353
Día 280,5,6,1722
Día 280,5,7,1275
Día 280,5,8,2492
Día 280,6,1,2495
Día 280,6,2,1804
Día 280,6,3,1310
Día 280,6,4,2204
Día 280,6,5,1575
Día 280,6,7,3701
Día 280,6,8,3313
Día 280,7,1,415
Día 280,7,2,2007
Día 280,7,3,1387
Día 280,7,4,261
Día 280,7,5,1071
Día 280,7,6,3611
Día 280,7,8,3784
Día 280,8,1,2823
Día 280,8,2,3166
Día 280,8,3,2786
Día 280,8,4,3345
Día 280,8,5,2261
Día 280,8,6,3135
Día 280,8,7,3618
Día 281,1,2,3274
Día 281,1,3,1113
Día 281,1,4,1058
Día 281,1,5,1238
Día 281,1,6,2400
Día 281,1,7,229
Día 281,1,8,2826
Día 281,2,1,3090
Día 281,2,3,2283
Día 281,2,4,3257
Día 281,2,5,2917
Día 281,2,6,1909
Día 281,2,7,2062
Día 281,2,8,3359
Día 281,3,1,1219
Día 281,3,2,2285
Día 281,3,4,995
Día 281,3,5,352
Día 281,3,6,1187
Día 281,3,7,1165
Día 281,3,8,2775
Día 281,4,1,1074
Día 281,4,2,3168
Día 281,4,3,761
Día 281,4,5,1323
Día 281,4,6,2317
Día 281,4,7,283
Día 281,4,8,3071
Día 281,5,1,1391
Día 281,5,2,2674
Día 281,5,3,242
Día 281,5,4,1142
Día 281,5,6,1436
Día 281,5,7,1397
Día 281,5,8,2588
Día 281,6,1,2329
Día 281,6,2,1883
Día 281,6,3,1155
Día 281,6,4,2259
Día 281,6,5,1539
Día 281,6,7,3570
Día 281,6,8,3378
Día 281,7,1,345
Día 281,7,2,1930
Día 281,7,3,1273
Día 281,7,4,538
Día 281,7,5,1005
Día 281,7,6,3531
Día 281,7,8,3536
Día 281,8,1,2971
Día 281,8,2,3147
Día 281,8,3,2801
Día 281,8,4,3192
Día 281,8,5,2314
Día 281,8,6,3301
Día 281,8,7,3496
Día 282,1,2,3246
Día 282,1,3,1244
Día 282,1,4,1210
Día 282,1,5,1025
Día 282,1,6,2482
Día 282,1,7,293
Día 282,1,8,2702
Día 282,2,1,3173
Día 282,2,3,2361
Día 282,2,4,3213
Día 282,2,5,2890
Día 282,2,6,2085
Día 282,2,7,2033
Día 282,2,8,3122
Día 282,3,1,1119
Día 282,3,2,2528
Día 282,3,4,790
Día 282,3,5,384
Día 282,3,6,1133
Día 282,3,7,1072
Día 282,3,8,2980
Día 282,4,1,1035
Día 282,4,2,3302
Día 282,4,3,969
Día 282,4,5,1212
Día 282,4,6,2486
Día 282,4,7,453
Día 282,4,8,3400
Día 282,5,1,1076
Día 282,5,2,2930
Día 282,5,3,364
Día 282,5,4,1066
Día 282,5,6,1774
Día 282,5,7,1082
Día 282,5,8,2502
Día 282,6,1,2430
Día 282,6,2,1857
Día 282,6,3,1098
Día 282,6,4,2307
Día 282,6,5,1706
Día 282,6,7,3693
Día 282,6,8,3308
Día 282,7,1,377
Día 282,7,2,1905
Día 282,7,3,1138
Día 282,7,4,401
Día 282,7,5,1283
Día 282,7,6,3681
Día 282,7,8,3596
Día 282,8,1,2961
Día 282,8,2,3224
Día 282,8,3,2938
Día 282,8,4,3086
Día 282,8,5,2476
Día 282,8,6,3286
Día 282,8,7,3626
Día 283,1,2,3007
Día 283,1,3,1058
Día 283,1,4,1041
Día 283,1,5,1015
Día 283,1,6,2264
Día 283,1,7,278
Día 283,1,8,2973
Día 283,2,1,3120
Día 283,2,3,2339
Día 283,2,4,3315
Día 283,2,5,2767
Día 283,2,6,2033
Día 283,2,7,2134
Día 283,2,8,3238
Día 283,3,1,1251
Día 283,3,2,2497
Día 283,3,4,621
Día 283,3,5,313
Día 283,3,6,1082
Día 283,3,7,1352
Día 283,3,8,2738
Día 283,4,1,1175
Día 283,4,2,3125
Día 283,4,3,948
Día 283,4,5,1076
Día 283,4,6,2473
Día 283,4,7,480
Día 283,4,8,3111
Día 283,5,1,1159
Día 283,5,2,2718
Día 283,5,3,266
Día 283,5,4,1224
Día 283,5,6,1678
Día 283,5,7,1225
Día 283,5,8,2317
Día 283,6,1,2278
Día 283,6,2,2100
Día 283,6,3,1213
Día 283,6,4,2580
Día 283,6,5,1485
Día 283,6,7,3492
Día 283,6,8,3137
Día 283,7,1,296
Día 283,7,2,1950
Día 283,7,3,1299
Día 283,7,4,505
Día 283,7,5,1280
Día 283,7,6,3777
Día 283,7,8,3491
Día 283,8,1,2920
Día 283,8,2,3370
Día 283,8,3,2840
Día 283,8,4,3380
Día 283,8,5,2278
Día 283,8,6,3265
Día 283,8,7,3405
Día 284,1,2,3056
Día 284,1,3,1202
Día 284,1,4,1003
Día 284,1,5,1123
Día 284,1,6,2226
Día 284,1,7,350
Día 284,1,8,2961
Día 284,2,1,3050
Día 284,2,3,2293
Día 284,2,4,3375
Día 284,2,5,2956
Día 284,2,6,2105
Día 284,2,7,2142
Día 284,2,8,3228
Día 284,3,1,1184
Día 284,3,2,2312
Día 284,3,4,708
Día 284,3,5,530
Día 284,3,6,1169
Día 284,3,7,1391
Día 284,3,8,2770
Día 284,4,1,1288
Día 284,4,2,3338
Día 284,4,3,928
Día 284,4,5,1220
Día 284,4,6,2468
Día 284,4,7,535
Día 284,4,8,3126
Día 284,5,1,1003
Día 284,5,2,2802
Día 284,5,3,460
Día 284,5,4,1159
Día 284,5,6,1540
Día 284,5,7,1114
Día 284,5,8,2427
Día 284,6,1,2305
Día 284,6,2,2133
Día 284,6,3,1320
Día 284,6,4,2291
Día 284,6,5,1525
Día 284,6,7,3643
Día 284,6,8,3289
Día 284,7,1,585
Día 284,7,2,2012
Día 284,7,3,1178
Día 284,7,4,444
Día 284,7,5,1093
Día 284,7,6,3772
Día 284,7,8,3401
Día 284,8,1,2968
Día 284,8,2,3008
Día 284,8,3,2801
Día 284,8,4,3110
Día 284,8,5,2414
Día 284,8,6,3381
Día 284,8,7,3534
Día 285,1,2,3123
Día 285,1,3,1064
Día 285,1,4,1339
Día 285,1,5,1205
Día 285,1,6,2476
Día 285,1,7,344
Día 285,1,8,2714
Día 285,2,1,3158
Día 285,2,3,2430
Día 285,2,4,3261
Día 285,2,5,2778
Día 285,2,6,1831
Día 285,2,7,1898
Día 285,2,8,3104
Día 285,3,1,1185
Día 285,3,2,2466
Día 285,3,4,611
Día 285,3,5,345
Día 285,3,6,1236
Día 285,3,7,1252
Día 285,3,8,2897
Día 285,4,1,1013
Día 285,4,2,3207
Día 285,4,3,799
Día 285,4,5,1023
Día 285,4,6,2410
Día 285,4,7,396
Día 285,4,8,3111
Día 285,5,1,1079
Día 285,5,2,2789
Día 285,5,3,336
Día 285,5,4,1155
Día 285,5,6,1674
Día 285,5,7,1057
Día 285,5,8,2371
Día 285,6,1,2212
Día 285,6,2,1959
Día 285,6,3,1144
Día 285,6,4,2475
Día 285,6,5,1547
Día 285,6,7,3616
Día 285,6,8,3290
Día 285,7,1,522
Día 285,7,2,2118
Día 285,7,3,1160
Día 285,7,4,322
Día 285,7,5,1093
Día 285,7,6,3605
Día 285,7,8,3561
Día 285,8,1,2629
Día 285,8,2,3286
Día 285,8,3,2685
Día 285,8,4,3350
Día 285,8,5,2584
Día 285,8,6,3215
Día 285,8,7,3487
Día 286,1,2,3102
Día 286,1,3,1168
Día 286,1,4,1145
Día 286,1,5,1240
Día 286,1,6,2520
Día 286,1,7,254
Día 286,1,8,2946
Día 286,2,1,3194
Día 286,2,3,2462
Día 286,2,4,3256
Día 286,2,5,2677
Día 286,2,6,1843
Día 286,2,7,1880
Día 286,2,8,3095
Día 286,3,1,1265
Día 286,3,2,2351
Día 286,3,4,942
Día 286,3,5,385
Día 286,3,6,1079
Día 286,3,7,1140
Día 286,3,8,2606
Día 286,4,1,1371
Día 286,4,2,3058
Día 286,4,3,629
Día 286,4,5,1207
Día 286,4,6,2471
Día 286,4,7,517
Día 286,4,8,3369
Día 286,5,1,1284
Día 286,5,2,2869
Día 286,5,3,259
Día 286,5,4,1173
Día 286,5,6,1412
Día 286,5,7,1091
Día 286,5,8,2288
Día 286,6,1,2437
Día 286,6,2,1852
Día 286,6,3,1181
Día 286,6,4,2374
Día 286,6,5,1716
Día 286,6,7,3775
Día 286,6,8,3046
Día 286,7,1,504
Día 286,7,2,2100
Día 286,7,3,1364
Día 286,7,4,501
Día 286,7,5,1194
Día 286,7,6,3474
Día 286,7,8,3504
Día 286,8,1,2619
Día 286,8,2,3133
Día 286,8,3,2747
Día 286,8,4,3073
Día 286,8,5,2348
Día 286,8,6,3028
Día 286,8,7,3788
Día 287,1,2,3198
Día 287,1,3,1023
Día 287,1,4,1352
Día 287,1,5,1355
Día 287,1,6,2366
Día 287,1,7,461
Día 287,1,8,2856
Día 287,2,1,3339
Día 287,2,3,2386
Día 287,2,4,3180
Día 287,2,5,2752
Día 287,2,6,2046
Día 287,2,7,2064
Día 287,2,8,3366
Día 287,3,1,1158
Día 287,3,2,2251
Día 287,3,4,765
Día 287,3,5,260
Día 287,3,6,1158
Día 287,3,7,1013
Día 287,3,8,2640
Día 287,4,1,1034
Día 287,4,2,3126
Día 287,4,3,783
Día 287,4,5,1002
Día 287,4,6,2242
Día 287,4,7,249
Día 287,4,8,3122
Día 287,5,1,1310
Día 287,5,2,2789
Día 287,5,3,397
Día 287,5,4,1224
Día 287,5,6,1570
Día 287,5,7,1259
Día 287,5,8,2500
Día 287,6,1,2245
Día 287,6,2,1891
Día 287,6,3,1344
Día 287,6,4,2219
Día 287,6,5,1499
Día 287,6,7,3660
Día 287,6,8,3083
Día 287,7,1,325
Día 287,7,2,1919
Día 287,7,3,1135
Día 287,7,4,244
Día 287,7,5,1375
Día 287,7,6,3429
Día 287,7,8,3586
Día 287,8,1,2737
Día 287,8,2,3068
Día 287,8,3,2777
Día 287,8,4,3005
Día 287,8,5,2241
Día 287,8,6,3361
Día 287,8,7,3730
Día 288,1,2,3161
Día 288,1,3,1139
Día 288,1,4,1185
Día 288,1,5,1261
Día 288,1,6,2527
Día 288,1,7,338
Día 288,1,8,2862
Día 288,2,1,3397
Día 288,2,3,2220
Día 288,2,4,3059
Día 288,2,5,2716
Día 288,2,6,2156
Día 288,2,7,1864
Día 288,2,8,3087
Día 288,3,1,1235
Día 288,3,2,2364
Día 288,3,4,787
Día 288,3,5,496
Día 288,3,6,1087
Día 288,3,7,1234
Día 288,3,8,2670
Día 288,4,1,1400
Día 288,4,2,3030
Día 288,4,3,837
Día 288,4,5,1125
Día 288,4,6,2475
Día 288,4,7,407
Día 288,4,8,3344
Día 288,5,1,1340
Día 288,5,2,2745
Día 288,5,3,401
Día 288,5,4,1381
Día 288,5,6,1655
Día 288,5,7,1400
Día 288,5,8,2443
Día 288,6,1,2490
Día 288,6,2,1881
Día 288,6,3,1123
Día 288,6,4,2417
Día 288,6,5,1571
Día 288,6,7,3561
Día 288,6,8,3328
Día 288,7,1,460
Día 288,7,2,1824
Día 288,7,3,1347
Día 288,7,4,599
Día 288,7,5,1004
Día 288,7,6,3634
Día 288,7,8,3746
Día 288,8,1,2881
Día 288,8,2,3284
Día 288,8,3,2948
Día 288,8,4,3011
Día 288,8,5,2538
Día 288,8,6,3335
Día 288,8,7,3581
Día 289,1,2,3356
Día 289,1,3,1177
Día 289,1,4,1155
Día 289,1,5,1228
Día 289,1,6,2317
Día 289,1,7,598
Día 289,1,8,2891
Día 289,2,1,3290
Día 289,2,3,2228
Día 289,2,4,3302
Día 289,2,5,2618
Día 289,2,6,1887
Día 289,2,7,2119
Día 289,2,8,3144
Día 289,3,1,1177
Día 289,3,2,2318
Día 289,3,4,987
Día 289,3,5,317
Día 289,3,6,1305
Día 289,3,7,1063
Día 289,3,8,2700
Día 289,4,1,1069
Día 289,4,2,3289
Día 289,4,3,737
Día 289,4,5,1352
Día 289,4,6,2458
Día 289,4,7,296
Día 289,4,8,3292
Día 289,5,1,1207
Día 289,5,2,2904
Día 289,5,3,495
Día 289,5,4,1131
Día 289,5,6,1423
Día 289,5,7,1209
Día 289,5,8,2515
Día 289,6,1,2217
Día 289,6,2,2164
Día 289,6,3,1255
Día 289,6,4,2581
Día 289,6,5,1650
Día 289,6,7,3608
Día 289,6,8,3114
Día 289,7,1,542
Día 289,7,2,1917
Día 289,7,3,1274
Día 289,7,4,418
Día 289,7,5,1122
Día 289,7,6,3586
Día 289,7,8,3699
Día 289,8,1,2848
Día 289,8,2,3197
Día 289,8,3,2853
Día 289,8,4,3232
Día 289,8,5,2372
Día 289,8,6,3192
Día 289,8,7,3755
Día 290,1,2,3382
Día 290,1,3,1162
Día 290,1,4,1099
Día 290,1,5,1010
Día 290,1,6,2347
Día 290,1,7,403
Día 290,1,8,2965
Día 290,2,1,3313
Día 290,2,3,2375
Día 290,2,4,3244
Día 290,2,5,2960
Día 290,2,6,2195
Día 290,2,7,1862
Día 290,2,8,3255
Día 290,3,1,1080
Día 290,3,2,2355
Día 290,3,4,836
Día 290,3,5,466
Día 290,3,6,1088
Día 290,3,7,1154
Día 290,3,8,2616
Día 290,4,1,1265
Día 290,4,2,3182
Día 290,4,3,622
Día 290,4,5,1367
Día 290,4,6,2522
Día 290,4,7,511
Día 290,4,8,3373
Día 290,5,1,1365
Día 290,5,2,2664
Día 290,5,3,275
Día 290,5,4,1126
Día 290,5,6,1659
Día 290,5,7,1163
Día 290,5,8,2213
Día 290,6,1,2381
Día 290,6,2,1845
Día 290,6,3,1068
Día 290,6,4,2221
Día 290,6,5,1694
Día 290,6,7,3519
Día 290,6,8,3196
Día 290,7,1,398
Día 290,7,2,1919
Día 290,7,3,1334
Día 290,7,4,494
Día 290,7,5,1200
Día 290,7,6,3485
Día 290,7,8,3752
Día 290,8,1,2788
Día 290,8,2,3275
Día 290,8,3,2968
Día 290,8,4,3074
Día 290,8,5,2236
Día 290,8,6,3037
Día 290,8,7,3605
Día 291,1,2,3397
Día 291,1,3,1304
Día 291,1,4,1049
Día 291,1,5,1049
Día 291,1,6,2401
Día 291,1,7,272
Día 291,1,8,2862
Día 291,2,1,3257
Día 291,2,3,2202
Día 291,2,4,3332
Día 291,2,5,2807
Día 291,2,6,1902
Día 291,2,7,2077
Día 291,2,8,3085
Día 291,3,1,1288
Día 291,3,2,2485
Día 291,3,4,688
Día 291,3,5,251
Día 291,3,6,1079
Día 291,3,7,1128
Día 291,3,8,2970
Día 291,4,1,1043
Día 291,4,2,3146
Día 291,4,3,963
Día 291,4,5,1360
Día 291,4,6,2544
Día 291,4,7,480
Día 291,4,8,3326
Día 291,5,1,1212
Día 291,5,2,2995
Día 291,5,3,271
Día 291,5,4,1248
Día 291,5,6,1656
Día 291,5,7,1229
Día 291,5,8,2479
Día 291,6,1,2365
Día 291,6,2,2161
Día 291,6,3,1145
Día 291,6,4,2583
Día 291,6,5,1702
Día 291,6,7,3732
Día 291,6,8,3042
Día 291,7,1,242
Día 291,7,2,2012
Día 291,7,3,1276
Día 291,7,4,297
Día 291,7,5,1311
Día 291,7,6,3562
Día 291,7,8,3774
Día 291,8,1,2817
Día 291,8,2,3168
Día 291,8,3,2797
Día 291,8,4,3255
Día 291,8,5,2323
Día 291,8,6,3226
Día 291,8,7,3554
Día 292,1,2,3321
Día 292,1,3,1032
Día 292,1,4,1053
Día 292,1,5,1333
Día 292,1,6,2302
Día 292,1,7,295
Día 292,1,8,2909
Día 292,2,1,3278
Día 292,2,3,2592
Día 292,2,4,3170
Día 292,2,5,2857
Día 292,2,6,2148
Día 292,2,7,1896
Día 292,2,8,3315
Día 292,3,1,1021
Día 292,3,2,2349
Día 292,3,4,699
Día 292,3,5,260
Día 292,3,6,1135
Día 292,3,7,1171
Día 292,3,8,2874
Día 292,4,1,1297
Día 292,4,2,3130
Día 292,4,3,738
Día 292,4,5,1123
Día 292,4,6,2318
Día 292,4,7,313
Día 292,4,8,3015
Día 292,5,1,1342
Día 292,5,2,2659
Día 292,5,3,234
Día 292,5,4,1090
Día 292,5,6,1511
Día 292,5,7,1147
Día 292,5,8,2267
Día 292,6,1,2513
Día 292,6,2,2005
Día 292,6,3,1214
Día 292,6,4,2365
Día 292,6,5,1556
Día 292,6,7,3630
Día 292,6,8,3142
Día 292,7,1,569
Día 292,7,2,2043
Día 292,7,3,1073
Día 292,7,4,354
Día 292,7,5,1333
Día 292,7,6,3425
Día 292,7,8,3608
Día 292,8,1,2898
Día 292,8,2,3221
Día 292,8,3,2999
Día 292,8,4,3332
Día 292,8,5,2447
Día 292,8,6,3222
Día 292,8,7,3431
Día 293,1,2,3243
Día 293,1,3,1307
Día 293,1,4,1185
Día 293,1,5,1174
Día 293,1,6,2305
Día 293,1,7,302
Día 293,1,8,2992
Día 293,2,1,3072
Día 293,2,3,2519
Día 293,2,4,3019
Día 293,2,5,2978
Día 293,2,6,2021
Día 293,2,7,2189
Día 293,2,8,3366
Día 293,3,1,1298
Día 293,3,2,2475
Día 293,3,4,898
Día 293,3,5,501
Día 293,3,6,1129
Día 293,3,7,1290
Día 293,3,8,2785
Día 293,4,1,1089
Día 293,4,2,3290
Día 293,4,3,679
Día 293,4,5,1374
Día 293,4,6,2248
Día 293,4,7,261
Día 293,4,8,3188
Día 293,5,1,1169
Día 293,5,2,2783
Día 293,5,3,545
Día 293,5,4,1256
Día 293,5,6,1632
Día 293,5,7,1243
Día 293,5,8,2219
Día 293,6,1,2234
Día 293,6,2,2074
Día 293,6,3,1391
Día 293,6,4,2557
Día 293,6,5,1687
Día 293,6,7,3733
Día 293,6,8,3141
Día 293,7,1,279
Día 293,7,2,1889
Día 293,7,3,1325
Día 293,7,4,434
Día 293,7,5,1134
Día 293,7,6,3695
Día 293,7,8,3791
Día 293,8,1,2869
Día 293,8,2,3349
Día 293,8,3,2676
Día 293,8,4,3220
Día 293,8,5,2519
Día 293,8,6,3118
Día 293,8,7,3702
Día 294,1,2,3121
Día 294,1,3,1297
Día 294,1,4,1251
Día 294,1,5,1325
Día 294,1,6,2309
Día 294,1,7,433
Día 294,1,8,2862
Día 294,2,1,3131
Día 294,2,3,2303
Día 294,2,4,3094
Día 294,2,5,2656
Día 294,2,6,2035
Día 294,2,7,2162
Día 294,2,8,3370
Día 294,3,1,1009
Día 294,3,2,2446
Día 294,3,4,730
Día 294,3,5,487
Día 294,3,6,1263
Día 294,3,7,1123
Día 294,3,8,2879
Día 294,4,1,1034
Día 294,4,2,3143
Día 294,4,3,873
Día 294,4,5,1395
Día 294,4,6,2283
Día 294,4,7,252
Día 294,4,8,3395
Día 294,5,1,1059
Día 294,5,2,2773
Día 294,5,3,561
Día 294,5,4,1344
Día 294,5,6,1631
Día 294,5,7,1359
Día 294,5,8,2231
Día 294,6,1,2305
Día 294,6,2,1800
Día 294,6,3,1283
Día 294,6,4,2446
Día 294,6,5,1718
Día 294,6,7,3709
Día 294,6,8,3363
Día 294,7,1,282
Día 294,7,2,1906
Día 294,7,3,1338
Día 294,7,4,521
Día 294,7,5,1056
Día 294,7,6,3523
Día 294,7,8,3546
Día 294,8,1,2870
Día 294,8,2,3101
Día 294,8,3,2670
Día 294,8,4,3368
Día 294,8,5,2207
Día 294,8,6,3152
Día 294,8,7,3742
Día 295,1,2,3233
Día 295,1,3,1172
Día 295,1,4,1342
Día 295,1,5,1107
Día 295,1,6,2202
Día 295,1,7,456
Día 295,1,8,2734
Día 295,2,1,3266
Día 295,2,3,2351
Día 295,2,4,3340
Día 295,2,5,2843
Día 295,2,6,2180
Día 295,2,7,2111
Día 295,2,8,3250
Día 295,3,1,1270
Día 295,3,2,2486
Día 295,3,4,686
Día 295,3,5,598
Día 295,3,6,1325
Día 295,3,7,1174
Día 295,3,8,2996
Día 295,4,1,1286
Día 295,4,2,3104
Día 295,4,3,927
Día 295,4,5,1315
Día 295,4,6,2356
Día 295,4,7,440
Día 295,4,8,3316
Día 295,5,1,1193
Día 295,5,2,2756
Día 295,5,3,420
Día 295,5,4,1354
Día 295,5,6,1614
Día 295,5,7,1089
Día 295,5,8,2595
Día 295,6,1,2248
Día 295,6,2,2198
Día 295,6,3,1114
Día 295,6,4,2377
Día 295,6,5,1462
Día 295,6,7,3606
Día 295,6,8,3236
Día 295,7,1,263
Día 295,7,2,1974
Día 295,7,3,1356
Día 295,7,4,573
Día 295,7,5,1020
Día 295,7,6,3730
Día 295,7,8,3476
Día 295,8,1,2986
Día 295,8,2,3325
Día 295,8,3,2740
Día 295,8,4,3054
Día 295,8,5,2298
Día 295,8,6,3171
Día 295,8,7,3577
Día 296,1,2,3001
Día 296,1,3,1303
Día 296,1,4,1344
Día 296,1,5,1182
Día 296,1,6,2379
Día 296,1,7,270
Día 296,1,8,2600
Día 296,2,1,3348
Día 296,2,3,2272
Día 296,2,4,3280
Día 296,2,5,2735
Día 296,2,6,1823
Día 296,2,7,2133
Día 296,2,8,3157
Día 296,3,1,1149
Día 296,3,2,2524
Día 296,3,4,830
Día 296,3,5,397
Día 296,3,6,1246
Día 296,3,7,1083
Día 296,3,8,2710
Día 296,4,1,1397
Día 296,4,2,3169
Día 296,4,3,640
Día 296,4,5,1137
Día 296,4,6,2524
Día 296,4,7,312
Día 296,4,8,3345
Día 296,5,1,1043
Día 296,5,2,2969
Día 296,5,3,362
Día 296,5,4,1385
Día 296,5,6,1754
Día 296,5,7,1132
Día 296,5,8,2363
Día 296,6,1,2510
Día 296,6,2,2129
Día 296,6,3,1351
Día 296,6,4,2277
Día 296,6,5,1475
Día 296,6,7,3407
Día 296,6,8,3371
Día 296,7,1,208
Día 296,7,2,1994
Día 296,7,3,1341
Día 296,7,4,348
Día 296,7,5,1099
Día 296,7,6,3545
Día 296,7,8,3432
Día 296,8,1,2947
Día 296,8,2,3128
Día 296,8,3,2724
Día 296,8,4,3250
Día 296,8,5,2274
Día 296,8,6,3103
Día 296,8,7,3709
Día 297,1,2,3122
Día 297,1,3,1058
Día 297,1,4,1396
Día 297,1,5,1051
Día 297,1,6,2243
Día 297,1,7,578
Día 297,1,8,2767
Día 297,2,1,3006
Día 297,2,3,2456
Día 297,2,4,3222
Día 297,2,5,2867
Día 297,2,6,1973
Día 297,2,7,1825
Día 297,2,8,3322
Día 297,3,1,1377
Día 297,3,2,2377
Día 297,3,4,794
Día 297,3,5,429
Día 297,3,6,1070
Día 297,3,7,1093
Día 297,3,8,2868
Día 297,4,1,1216
Día 297,4,2,3046
Día 297,4,3,975
Día 297,4,5,1063
Día 297,4,6,2548
Día 297,4,7,413
Día 297,4,8,3027
Día 297,5,1,1276
Día 297,5,2,2699
Día 297,5,3,461
Día 297,5,4,1052
Día 297,5,6,1788
Día 297,5,7,1161
Día 297,5,8,2383
Día 297,6,1,2202
Día 297,6,2,2163
Día 297,6,3,1049
Día 297,6,4,2453
Día 297,6,5,1607
Día 297,6,7,3545
Día 297,6,8,3024
Día 297,7,1,487
Día 297,7,2,1952
Día 297,7,3,1284
Día 297,7,4,520
Día 297,7,5,1174
Día 297,7,6,3538
Día 297,7,8,3582
Día 297,8,1,2798
Día 297,8,2,3220
Día 297,8,3,2634
Día 297,8,4,3372
Día 297,8,5,2306
Día 297,8,6,3391
Día 297,8,7,3773
Día 298,1,2,3021
Día 298,1,3,1233
Día 298,1,4,1312
Día 298,1,5,1095
Día 298,1,6,2385
Día 298,1,7,384
Día 298,1,8,2669
Día 298,2,1,3222
Día 298,2,3,2259
Día 298,2,4,3224
Día 298,2,5,2723
Día 298,2,6,1857
Día 298,2,7,1996
Día 298,2,8,3361
Día 298,3,1,1218
Día 298,3,2,2266
Día 298,3,4,776
Día 298,3,5,263
Día 298,3,6,1017
Día 298,3,7,1079
Día 298,3,8,2730
Día 298,4,1,1003
Día 298,4,2,3186
Día 298,4,3,972
Día 298,4,5,1267
Día 298,4,6,2506
Día 298,4,7,253
Día 298,4,8,3353
Día 298,5,1,1317
Día 298,5,2,2915
Día 298,5,3,309
Día 298,5,4,1034
Día 298,5,6,1707
Día 298,5,7,1323
Día 298,5,8,2550
Día 298,6,1,2517
Día 298,6,2,2003
Día 298,6,3,1323
Día 298,6,4,2259
Día 298,6,5,1547
Día 298,6,7,3474
Día 298,6,8,3126
Día 298,7,1,586
Día 298,7,2,2131
Día 298,7,3,1008
Día 298,7,4,353
Día 298,7,5,1049
Día 298,7,6,3562
Día 298,7,8,3753
Día 298,8,1,2675
Día 298,8,2,3171
Día 298,8,3,2789
Día 298,8,4,3357
Día 298,8,5,2207
Día 298,8,6,3399
Día 298,8,7,3508
Día 299,1,2,3207
Día 299,1,3,1346
Día 299,1,4,1119
Día 299,1,5,1015
Día 299,1,6,2226
Día 299,1,7,320
Día 299,1,8,2639
Día 299,2,1,3036
Día 299,2,3,2326
Día 299,2,4,3016
Día 299,2,5,2943
Día 299,2,6,1891
Día 299,2,7,1827
Día 299,2,8,3102
Día 299,3,1,1024
Día 299,3,2,2257
Día 299,3,4,901
Día 299,3,5,289
Día 299,3,6,1176
Día 299,3,7,1135
Día 299,3,8,2887
Día 299,4,1,1095
Día 299,4,2,3341
Día 299,4,3,718
Día 299,4,5,1345
Día 299,4,6,2435
Día 299,4,7,571
Día 299,4,8,3172
Día 299,5,1,1042
Día 299,5,2,2680
Día 299,5,3,581
Día 299,5,4,1164
Día 299,5,6,1648
Día 299,5,7,1058
Día 299,5,8,2513
Día 299,6,1,2520
Día 299,6,2,2079
Día 299,6,3,1132
Día 299,6,4,2312
Día 299,6,5,1494
Día 299,6,7,3570
Día 299,6,8,3151
Día 299,7,1,421
Día 299,7,2,2005
Día 299,7,3,1094
Día 299,7,4,575
Día 299,7,5,1391
Día 299,7,6,3710
Día 299,7,8,3577
Día 299,8,1,2928
Día 299,8,2,3055
Día 299,8,3,2895
Día 299,8,4,3219
Día 299,8,5,2559
Día 299,8,6,3048
Día 299,8,7,3465
Día 300,1,2,3052
Día 300,1,3,1155
Día 300,1,4,1246
Día 300,1,5,1124
Día 300,1,6,2235
Día 300,1,7,295
Día 300,1,8,2991
Día 300,2,1,3312
Día 300,2,3,2435
Día 300,2,4,3149
Día 300,2,5,2959
Día 300,2,6,1987
Día 300,2,7,2194
Día 300,2,8,3175
Día 300,3,1,1163
Día 300,3,2,2357
Día 300,3,4,708
Día 300,3,5,328
Día 300,3,6,1091
Día 300,3,7,1008
Día 300,3,8,2959
Día 300,4,1,1170
Día 300,4,2,3348
Día 300,4,3,679
Día 300,4,5,1010
Día 300,4,6,2533
Día 300,4,7,262
Día 300,4,8,3034
Día 300,5,1,1338
Día 300,5,2,2629
Día 300,5,3,469
Día 300,5,4,1179
Día 300,5,6,1412
Día 300,5,7,1109
Día 300,5,8,2214
Día 300,6,1,2348
Día 300,6,2,2195
Día 300,6,3,1276
Día 300,6,4,2538
Día 300,6,5,1581
Día 300,6,7,3524
Día 300,6,8,3025
Día 300,7,1,265
Día 300,7,2,1908
Día 300,7,3,1254
Día 300,7,4,555
Día 300,7,5,1364
Día 300,7,6,3535
Día 300,7,8,3483
Día 300,8,1,2956
Día 300,8,2,3242
Día 300,8,3,2869
Día 300,8,4,3211
Día 300,8,5,2545
Día 300,8,6,3308
Día 300,8,7,3627
Día 301,1,2,3166
Día 301,1,3,1052
Día 301,1,4,1147
Día 301,1,5,1400
Día 301,1,6,2371
Día 301,1,7,411
Día 301,1,8,2798
